%time,field.data
1520088113651491155,1.574036927
1520088114102260177,0.450407377
1520088116301072834,2.199235641
1520088116751367354,0.450277152
1520088118302232511,1.550356805
1520088120551120949,2.249440125
1520088122101752980,1.550459136
1520088123101338547,0.999215934
1520088125101845115,2.000957605
1520088126854350818,1.751674922
1520088130502489658,3.648176372
1520088132400869728,1.899012869
1520088134951657673,2.550717239
1520088137251969368,2.300129113
1520088138651909234,1.399765344
1520088139852008318,1.200188204
1520088140701223895,0.849795199
1520088143551538907,2.850287478
1520088144150875740,0.59927783
1520088144201329308,0.050396085
1520088144950959282,0.749503628
1520088145951328633,1.000428132
1520088146000844352,0.049535432
1520088147600724413,1.59996285
1520088148250948879,0.650252036
1520088149752321528,1.500020019
1520088151102890040,1.351800472
1520088151951293931,0.848099515
1520088153401018626,1.450048403
1520088155801156597,2.400118152
1520088157701348360,1.900358882
1520088158500819850,0.799416844
1520088161451803609,2.950311272
1520088163801370092,2.350136396
1520088165002972549,1.201226867
1520088167200876609,2.198455956
1520088169952685475,2.75167028
1520088171501222417,1.548294421
1520088172752371899,1.250984439
1520088175456183362,2.701868047
1520088175654177146,0.200182003
1520088177054451486,1.399653292
1520088178101536485,1.048015531
1520088179701924763,1.599835859
1520088182905849295,3.202656331
1520088184404087466,1.49915545
1520088185505835058,1.100686332
1520088186702170102,1.197734954
1520088187603810415,0.901784633
1520088187653641446,0.049642569
1520088188203985702,0.550775083
1520088190504912837,2.300516959
1520088193153196723,2.647553763
1520088193354225986,0.201095789
1520088193904043019,0.550471345
1520088197003744818,3.099937266
1520088198704659155,1.699582622
1520088200054671352,1.349848868
1520088203005652163,2.952064193
1520088203052311330,0.047324789
1520088205154027261,2.101444498
1520088206651588543,1.497646613
1520088208701752891,2.05035358
1520088209051608450,0.349852207
1520088211702446930,2.650504955
1520088213803578836,2.100685779
1520088213901000322,0.098064612
1520088215302569097,1.401719537
1520088217755116655,2.451618907
1520088219052084085,1.296923953
1520088220151196043,1.100039378
1520088220651840413,0.500281556
1520088222051290601,1.399865982
1520088222450885211,0.399629284
1520088224703756752,2.25247686
1520088226152257143,1.448840989
1520088227752236923,1.600058561
1520088229203498353,1.450537761
1520088230751114820,1.548018229
1520088233401184060,2.65043402
1520088234751691704,1.350130066
1520088237602642063,2.851176512
1520088240252323159,2.649187546
1520088242253187113,2.000760404
1520088243902846661,1.650005651
1520088245501048773,1.598210584
1520088247152692084,1.651646901
1520088247202965103,0.049333334
1520088249701263378,2.499384371
1520088251002505742,1.30060559
1520088253455013240,2.449885096
1520088255952863125,2.500215003
1520088256751153168,0.799318521
1520088258303684604,1.55215237
1520088261855644212,3.549850351
1520088263254343891,1.400567203
1520088265553894025,2.299722387
1520088265602633275,0.048784787
1520088268455749486,2.852384923
1520088269703335855,1.248198809
1520088270753484169,1.050239781
1520088271851440973,1.098363541
1520088272803579935,0.951648653
1520088275951741793,3.148743304
1520088278401959882,2.449934067
1520088280401960116,1.999689505
1520088280701617327,0.300033439
1520088282800989569,2.099525796
1520088284901635375,2.100417373
1520088286303301678,1.400471183
1520088286901497428,0.598995964
1520088287452938592,0.551605634
1520088288251985142,0.799123365
1520088290703237893,2.450711664
1520088291853683364,1.150886097
1520088294603252365,2.749455722
1520088295753605596,1.150632538
1520088296954242540,1.199663716
1520088298055787268,1.100502048
1520088299302994042,1.249278542
1520088302005131850,2.702239327
1520088304055909199,2.048596262
1520088306254503424,2.200486183
1520088309104537241,2.849845741
1520088309153110073,0.048915856
1520088311558519335,2.402512676
1520088313153484403,1.597859699
1520088313653725562,0.500309861
1520088316852516506,3.199019249
1520088319104381411,2.251071482
1520088320805051113,1.699691958
1520088322204228463,1.40073659
1520088322251965847,0.047931249
1520088324355667187,2.101854961
1520088328354184336,4.000253786
1520088330703704888,2.348272663
1520088330754168397,0.051532067
1520088331254299115,0.500150457
1520088331302909818,0.048354743
1520088331805817198,0.501984327
1520088333154542850,1.348642821
1520088334402244768,1.248461395
1520088337100858233,2.699447381
1520088339551343255,2.450057896
1520088343102386424,3.55103508
1520088344150879354,1.048874744
1520088344601990193,0.450590559
1520088346451425846,1.84963964
1520088348305292032,1.852510287
1520088348353140100,0.04907012
1520088349703003914,1.349958395
1520088352404573312,2.701678987
1520088355504039087,3.097812956
1520088356656513355,1.151726287
1520088359251004760,2.597260559
1520088361602663131,2.351202957
1520088363352252637,1.749751138
1520088365302945727,1.950580331
1520088366851140017,1.548562108
1520088368150660833,1.299552424
1520088368200674954,0.050007178
1520088369952210017,1.751455679
1520088372900984792,2.94883107
1520088375302566077,2.401018045
1520088376000970469,0.698830632
1520088376101093021,0.100251998
1520088377003852208,0.901183376
1520088378202526699,1.199132616
1520088379252942114,1.050495906
1520088379954510153,0.701020115
1520088383704256635,3.750682111
1520088383752316189,0.048199554
1520088385555006397,1.801451962
1520088386804527490,1.250725071
1520088386855356504,0.049683239
1520088389203982607,2.349934231
1520088390702765127,1.49894522
1520088391754161557,1.051442934
1520088393553047281,1.798769404
1520088396752795537,3.199203575
1520088398105025168,1.352659579
1520088399402989715,1.298157332
1520088400001232373,0.598287344
1520088401803029250,1.801474614
1520088402852186825,1.049563822
1520088402902227729,0.049638658
1520088404654695199,1.752376207
1520088406551928095,1.897778963
1520088410054578258,3.50252153
1520088411003954058,0.948423557
1520088412750747931,1.747952111
1520088412850799857,0.099897526
1520088414103423456,1.251773055
1520088414353893851,0.251204485
1520088416753681165,2.399506316
1520088418753029899,1.999204239
1520088419504087103,0.749863973
1520088421851227382,2.349012848
1520088424153352544,2.301894073
1520088426504766785,2.350734483
1520088427902610562,1.398467342
1520088429454356191,1.551084019
1520088431604868088,2.151201431
1520088431951369495,0.346328447
1520088432152756886,0.201268362
1520088433050938802,0.89874432
1520088434252124692,1.200649402
1520088435452903190,1.200721252
1520088437401632271,1.949187314
1520088439053107056,1.650195942
1520088440452028519,1.399828772
1520088442002508128,1.550570143
1520088443402777272,1.400240641
1520088445003524520,1.600844997
1520088445802288184,0.798563412
1520088447353936279,1.551738416
1520088448152914911,0.799040898
1520088450204037271,2.049877238
1520088451450933838,1.248411425
1520088452155376623,0.70218869
1520088454503045949,2.349442009
1520088454552538077,0.048794578
1520088456854503285,2.302642641
1520088459406058262,2.548329145
1520088460753451163,1.35058486
1520088462851838816,2.098777088
1520088462901411278,0.049329527
1520088464151602014,1.250268571
1520088464200907802,0.049651831
1520088465103991147,0.902535539
1520088466753083002,1.649284078
1520088466802006738,0.049008123
1520088468754719047,1.952219669
1520088471003524479,2.24943469
1520088471754288317,0.750464262
1520088471803221217,0.049041762
1520088472303569513,0.500196026
1520088474354165140,2.050558601
1520088474401986210,0.047714784
1520088477053976630,2.652037356
1520088479853822961,2.79979831
1520088481405324578,1.551541137
1520088484054066512,2.648992864
1520088484104864438,0.050261749
1520088484152373360,0.048043861
1520088485803613681,1.6512898
1520088487604094205,1.800582786
1520088488604377519,1.000051205
1520088489403073300,0.798543517
1520088489503734853,0.10056112
1520088490855690585,1.351418829
1520088490904429008,0.049412941
1520088492502859153,1.598160892
1520088493604608419,1.100867056
1520088495554130284,1.950908736
1520088495602823486,0.048244761
1520088497554325649,1.951785351
1520088499004410479,1.450316805
1520088501104905442,2.099731132
1520088502804887417,1.700789748
1520088504606961983,1.801265936
1520088507406358010,2.798872736
1520088508203099535,0.797943518
1520088509454508512,1.250778515
1520088512152924777,2.698964918
1520088514754059726,2.601125547
1520088515752684745,0.998835058
1520088516203872587,0.451106015
1520088517354292231,1.149351488
1520088518403623601,1.050370168
1520088519556344253,1.150349226
1520088521152788133,1.59883778
1520088522552450926,1.399446647
1520088524152827406,1.600723461
1520088525553139871,1.400098569
1520088527855147466,2.301404529
1520088529754861583,1.899259697
1520088532456067463,2.698849988
1520088532754456993,0.301780638
1520088534353430629,1.599011696
1520088536955209124,2.601624802
1520088540954369651,3.999432779
1520088543053582962,2.099066277
1520088546554367917,3.500467805
1520088548854947549,2.299644184
1520088552202245871,3.348761079
1520088553851771534,1.649698582
1520088553901660490,0.049613568
1520088555453304241,1.551471215
1520088556455184641,0.9994204
1520088560107115699,3.652118185
1520088562656448764,2.549418874
1520088564102169386,1.448032736
1520088567202140795,3.099704345
1520088568602182308,1.400220262
1520088572052710647,3.450540988
1520088572550753661,0.498432463
1520088575053098476,2.501364208
1520088576804882898,1.752307692
1520088576853696742,0.048832504
1520088578901832419,2.048554604
1520088579000690489,0.098868381
1520088580851062345,1.850330838
1520088582154300693,1.302619071
1520088584202413553,2.048683539
1520088585901881316,1.699366504
1520088587801333942,1.899290604
1520088588652197270,0.850980354
1520088591403609883,2.751438688
1520088592203288245,0.799580752
1520088594503496557,2.299832299
1520088594552875706,0.049601497
1520088597501164953,2.948582626
1520088599001605719,1.500641004
1520088600300946436,1.299332171
1520088601603552000,1.301944873
1520088601905028853,0.301595008
1520088601951326004,0.04667412
1520088602950822056,0.999601628
1520088604650986787,1.700257999
1520088604700836207,0.049733028
1520088606401006464,1.70024679
1520088609201947193,2.80060971
1520088611101593549,1.899409081
1520088612750929679,1.649662742
1520088614952872279,2.201453192
1520088616302219083,1.349262723
1520088618053935609,1.751949493
1520088619203886819,1.1490438
1520088620903883891,1.70090561
1520088624201533807,3.298256558
1520088624905474623,0.702748172
1520088627004466979,2.099615888
1520088629201976924,2.197834269
1520088630702575404,1.500477146
1520088633201406399,2.498883597
1520088636254435705,3.052521683
1520088636801023045,0.547283655
1520088638304188814,1.502483592
1520088639002271009,0.698299386
1520088639451836141,0.449645347
1520088642403920542,2.952036806
1520088643851973073,1.448368809
1520088643902693076,0.050499516
1520088645253932674,1.351188583
1520088646003136739,0.749078073
1520088647852736177,1.849814089
1520088648051657192,0.19905842
1520088648100651655,0.049343064
1520088650801785494,2.70087617
1520088651252811747,0.450035961
1520088653102363908,1.850572047
1520088654202224299,1.09990656
1520088656851656436,2.649299615
1520088660552976231,3.701186322
1520088661753589627,1.200401479
1520088662701802716,0.948508671
1520088665402453264,2.700776652
1520088666054765590,0.650675828
1520088667152473257,1.09899176
1520088667451430487,0.299128057
1520088670101511951,2.650463919
1520088672354163085,2.250251986
1520088674053837120,1.701389424
1520088674101649293,0.048069872
1520088675754595901,1.653024029
1520088677704090472,1.949192457
1520088680304041647,2.599889023
1520088680604415027,0.30070801
1520088682002875031,1.398213471
1520088684602398015,2.599721747
1520088686753008889,2.15051416
1520088687300988340,0.5484123
1520088687651612935,0.350221291
1520088688251523371,0.600411278
1520088690556155111,2.301318775
1520088691400650834,0.84783369
1520088692752557753,1.35146493
1520088692801065642,0.048800254
1520088695954313123,3.152368751
1520088696554920819,0.60092775
1520088696704373892,0.149670452
1520088697253834000,0.549442106
1520088701152809771,3.899216505
1520088703706571424,2.552253072
1520088705507334685,1.798745976
1520088707152941850,1.649095152
1520088707301325214,0.148142062
1520088709604642646,2.303181768
1520088711653848438,2.049248095
1520088714402096068,2.748695871
1520088717302379550,2.899966855
1520088717351940368,0.04997208
1520088719254653280,1.901387285
1520088719303648486,0.050009261
1520088720403619372,1.099932962
1520088722350979426,1.947790386
1520088722400656018,0.049721504
1520088722450804345,0.05004471
1520088724552173952,2.101027355
1520088726552713400,2.000106758
1520088727651954377,1.09972461
1520088730702273001,3.050666892
1520088733303192896,2.600640622
1520088734300893045,0.997880526
1520088737753309827,3.45196463
1520088738801550948,1.048284908
1520088740503346446,1.699954005
1520088741200715506,0.699698947
1520088742152266469,0.951445165
1520088743900959859,1.74871254
1520088746303689126,2.402433841
1520088748451375814,2.147858486
1520088751751336931,3.300080499
1520088751900888782,0.149615331
1520088753104055268,1.202482397
1520088753700966064,0.597528956
1520088754405153703,0.701808296
1520088756501613231,2.098226256
1520088758003719997,1.502460279
1520088760203804290,2.199782337
1520088761051485836,0.848236408
1520088762653718309,1.601880827
1520088764703400022,2.048647383
1520088766251590080,1.549552046
1520088766701604327,0.449694356
1520088767200772596,0.499483265
1520088768753036242,1.551798112
1520088769202418207,0.449306343
1520088772301466941,3.099319666
1520088774801779998,2.50064747
1520088776751569837,1.949839622
1520088778001428298,1.249913828
1520088778754747432,0.750846706
1520088780904243429,2.149568373
1520088784051119405,3.149079351
1520088785251049408,1.200052996
1520088786451681034,1.20012134
1520088788703448082,2.252090509
1520088790551895954,1.848263858
1520088793351967393,2.800522398
1520088793851854829,0.499432138
1520088794703619284,0.851638245
1520088797151372563,2.447942351
1520088798003704482,0.850719168
1520088800054967393,2.052018037
1520088801202995822,1.149072557
1520088804203630782,3.000228369
1520088805603202052,1.399781802
1520088807402212782,1.798977585
1520088808301504783,0.899366097
1520088810451173644,2.149941665
1520088812651792439,2.199741449
1520088814003450710,1.352066298
1520088814051210702,0.047985531
1520088816851049119,2.799972051
1520088818951603053,2.100670164
1520088819852039004,0.899570126
1520088820200789971,0.349609823
1520088823253346358,3.052488424
1520088825403718021,2.150139167
1520088826651516126,1.247655476
1520088829302471421,2.650848933
1520088830450825397,1.148818821
1520088832900857462,2.450199625
1520088832951612734,0.050646816
1520088834801226980,1.849290735
1520088836700908728,1.900070406
1520088836750695533,0.049741906
1520088837453083850,0.701635647
1520088839151703312,1.69925575
1520088840951520843,1.799837547
1520088843002252860,2.050710446
1520088845854173311,2.851386605
1520088846601925387,0.747807654
1520088847751945749,1.150326703
1520088849000831884,1.249185022
1520088852153574714,3.152174911
1520088854456015105,2.300264113
1520088854903088818,0.449275629
1520088856052639656,1.149829297
1520088857053235709,0.999429604
1520088858001798037,0.949876939
1520088859654147679,1.651293963
1520088861654981265,2.001469257
